,rate,date,review
66,8,"Jun 19, 2023","Let's get the bad stuff out of the way first.  Yes, the Way of Water has the same hamfisted and heavy-handed plot as the original, with the evil militaristic humans returning to Pandora to exploit it once again.  After rendering Earth uninhabitable, humanity has obviously set its sights on wrecking Pandora's environment in the next thousand years.  The human race - planetary demolition specialists!  We get it.  There is the obligatory mothership landing which sets off a massive forest fire.  The thoughtless humans can't even bother to set their ship down in a clearing. And we get to watch more burning villages along with heartless whale hunting.  And with all the military hardware, this looks more like an invasion of Afghanistan than a space colonization effort.  Semper Fi!

The other thing I cannot fathom is what possessed Edie Falco to take on a nothingburger role as the general leading this mission?  Carmela Soprano's big scene is a torture/interrogation where she delivers cookie-cutter lines with the deadpan tone of someone clearly checked out of this film.  Did she owe James Cameron a favor or something?

Now the good.  Spectacular visuals and special effects.  Both the panoramic views of Pandora and the small details in the forests and the ocean are amazing.  And because the main characters are all CGI Na'vi, there is no issue with the aging of the actors over the fourteen years since the original.  While the movie is hugely long, it was paced well and never boring to me.  If it were released as two 95-minute movies, it would be a non-issue.  I enjoyed Sully's kids and their conflict with the kids in the sea village where they take refuge, and the subplot about the alien whale that one of the kids bonds with.  The main plot, where Sully must again defeat Quaritch - who has improbably been brought back to life as a Na'vi clone with all his memories intact - is predictable, but the action scenes are great (including an amusing reference to Titanic in the final segment), even if so much of it is crazily improbable.  Bow-slinging natives on flying lizards against heavy artillery?  ****.  Check your disbelief at the door.

Despite the negatives and a predictable plot, The Way of Water was an entertaining, over-the-top film.  When you look at it for what it is, as a fantasy adventure and not serious science fiction, you can hand-waive the lack of nuance and accept the black-and-white ""good must conquer evil"" narrative.  On that level, The Way of Water works."
67,8,"Jun 19, 2023","Comme d'habitude, le film est magnifique. Certes on ne regarde pas Avatar pour son histoire, car comme dit très souvent, c'est très simpliste. Mais cette license a pour but de développer des technologies cinématographiques, et de nous transporter dans un monde magnifique, où tout le lore de Pandora et la nature coïncide. Ce n'est pas juste du spectacle, c'est plus qu'une oeuvre, et certes il y a cette égoïsme humain qui s'en fou de la nature, mais ça, ça ne rend que plus beau cet univers."
68,7,"Jun 19, 2023",Pretty solid. Would be an 8 if around 45 minutes was cut from the movie. It just didn't need to be that long.
69,10,"Jun 18, 2023",Eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
70,1,"Jun 17, 2023","It is absolutely mind boggling that they would spend so much on production with a such an atrociously bad script. The dialogue and plot feel like it was written by melodramatic teenager. I couldn’t even finish it, the only thing keeping me watching past the 30 min point was to see if it could possibly get worse… and yes it could."
71,7,"Jun 16, 2023",Great visuals. Possibly even some sort of technological advancement in how water and CGI works. Story was a bit predictable. I wonder how the next movies will be. 1 was Forest people. 2 was Sea people. 3... mountain? 4.. river? I just hope they change up the story..
72,6,"Jun 15, 2023","Io ho adorato il primo film di Avatar che ancora oggi è un grande capolavoro.
In ""La via dell'acqua"" la struttura del film si è banalizata molto la trama per quanto avesse del potenziale e stata raccontata in modo superficiale come i ****.
Il senso di meraviglia è stato concentrato sulle immagini e non sulla caratterizazione dei nuovi elementi che comunque risultano interessanti.
Cameron si era talmente gasato di usare la cg che si è un scordato di mettere un po più di contenuti ogni 25 campi larghi con musicone su Pandora.
Tecnicamente è fantastico."
73,4,"Jun 13, 2023","After watching this, I think it would be appropriate to rename it, ""Swimming: The Movie"""
74,8,"Jun 13, 2023","As people say this looks really good, but the story is admittedly kinda of the first Avatar but expanded on. I really wish they would add more nuance to the story."
75,2,"Jun 12, 2023","Way too long. Same exact plot as the original. So many plot holes. In the end, all they accomplish is taking out ONE human war ship. Not worth your time."
76,10,"Jun 10, 2023",Great visuals and design. Story and character development were great. Movie didnt suffer from modern sequel/remake/etc hogwash like other movies where they repeat storylines to play it safe or make extreme changes to characters. Music was great and good voice and actor lineup. Watched it on Disney+ - at 4K it was a Marvel.
77,6,"Jun 10, 2023","По сравнению с 1 фильмом - пропасть, в которую Этот фильм и упал.

Отсутствие глобального сюжета, только личные войны и конфликты. Я так и не понял кто создал отряд военных аватаров, и кто им отдал приказ ""найди и убей джейка"" (если это сделало правительство земли - это тупо, т.к. они прилетели создать колонию, и хотят ""очистить"" планету от нелюдей, зачем тогда им именно главный герой? Особенно когда он перестал быть вождём). Аватар 2: Путь воды. Скорее уж - Аватар 2.1: Начало пути воды.

Отсутствие последствий принятых решений. Клан воды неохотно принял новых жителей, это на что-то повлияло? Да, произошли пару стычек у подростков разных кланов, и 1 словесная перепалка у лидеров. Это к чему то привело? Нет, клан воды всё равно пошёл на войну с главным героем, и разрешил после всего им остаться навсегда, став частью клана.

Клише подводка к финалу и концовка. Моментами ужасная графика уровня ААА игр 2012-2014 годов. Остальное всё плюсы, общая картинка, цветокор, операторская работа, монтаж и так далее - это всё круто."
